Full Title,ISSN,Product ID,Change History
Weather and Climate Extremes,2212-0947,10153,
Wilderness & Environmental Medicine,1080-6032,13454,Formerly known as Journal of Wilderness Medicine
Wine Economics and Policy,2212-9774,10122,
Women and Birth,1871-5192,04262,Formerly known as Australian Midwifery
Women's Health Issues,1049-3867,07779,
Women's Studies International Forum,0277-5395,00361,Formerly known as Women's Studies International Quarterly
World Development,0305-750X,00386,
World Development Perspectives,2452-2929,18291,
World Journal of Acupuncture - Moxibustion,1003-5257,10105,
World Journal of Otorhinolaryngology-Head and Neck Surgery,2095-8811,18177,
World Neurosurgery,1878-8750,07765,Formerly known as Surgical Neurology
World Patent Information,0172-2190,00654,
World Pumps,0262-1762,02113,
Wound Medicine ,2213-9095,10513,
"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",1865-9217,10056,Formerly known as Zeitschrift für ärztliche Fortbildung und Qualität im Gesundheitswesen
Zeitschrift für Medizinische Physik,0939-3889,10057,
Zoologischer Anzeiger,0044-5231,10016,
Zoology,0944-2006,10003,
